#1 - Actual Position	#1 - Desired Position
30720.156	29138.531
30658.187	29215.125
30592.500	29290.281
30525.125	29359.531
30462.406	29431.000
30399.500	29505.906
30333.187	29579.219
30263.062	29646.937
30195.969	29717.031
30132.250	29789.844
30065.750	29860.531
29995.219	29925.125
29925.687	29992.062
29859.750	30062.594
29791.281	30132.531
29718.594	30197.312
29645.875	30262.062
29577.906	30330.719
29507.969	30399.469
29433.344	30463.094
29358.312	30524.594
29288.062	30589.906
29216.125	30656.906
29139.812	30721.312
29064.594	30780.344
28994.156	30840.812
28920.812	30904.469
28842.250	30967.719
28765.375	31026.531
28692.094	31083.250
28615.719	31143.500
28535.281	31205.625
28458.906	31266.719
28383.344	31322.125
28303.594	31376.312
28221.500	31434.156
28145.187	31493.781
28067.969	31551.969
27985.937	31605.125
27905.687	31656.812
27828.062	31711.844
27746.906	31768.187
27662.125	31823.406
27582.719	31873.875
27502.406	31921.187
27417.094	31971.250
27332.844	32024.219
27252.375	32077.250
27168.469	32128.281
27081.906	32174.969
27001.187	32220.469
26919.156	32268.781
26831.187	32318.812
26745.812	32368.531
26663.156	32415.406
26575.812	32457.719
26487.719	32499.750
26404.125	32544.250
26317.437	32590.312
26226.875	32636.469
26141.656	32680.937
26056.312	32721.844
25966.094	32759.437
25879.406	32797.844
25793.125	32838.625
25702.000	32880.375
25612.375	32921.406
25526.000	32960.719
25435.187	32997.094
25342.750	33030.875
25255.094	33064.969
25164.531	33101.000
25071.656	33138.344
24984.531	33175.562
24895.031	33212.031
24800.375	33246.687
24710.687	33278.500
24620.437	33307.375
24525.344	33335.687
24434.750	33365.469
24343.969	33396.812
24248.031	33428.719
24156.031	33460.000
24065.750	33490.344
23970.937	33519.406
23878.594	33546.312
23787.344	33571.156
23691.062	33593.875
23597.219	33616.750
23505.594	33640.469
23408.875	33664.844
23313.594	33689.625
23221.344	33714.031
23124.531	33737.406
23030.062	33760.187
22938.937	33781.844
22841.844	33801.969
22745.656	33820.812
22652.906	33837.969
22555.500	33853.719
22459.437	33868.500
22365.969	33882.687
22267.844	33897.156
22171.156	33911.812
22078.156	33926.312
21980.625	33940.875
21884.812	33955.156
21791.000	33969.062
21692.125	33982.406
21595.687	33994.969
21501.500	34006.375
21402.125	34017.187
21304.906	34027.219
21210.187	34036.687
21110.906	34045.469
21015.437	34053.437
20921.531	34060.469
20821.844	34066.562
20725.250	34072.000
20630.219	34076.500
20530.281	34080.469
20434.250	34083.625
20338.812	34086.125
20238.187	34088.406
20142.344	34089.531
20047.500	34090.469
19948.125	34090.469
19853.031	34090.469
19757.062	34090.469
19656.781	34089.000
19561.719	34089.000
19465.500	34087.750
19364.937	34085.062
19269.500	34081.094
19173.062	34076.125
19073.500	34070.437
18980.156	34064.000
18884.375	34056.719
18784.437	34048.812
18689.937	34040.156
18593.500	34030.531
18494.187	34019.937
18400.187	34008.469
18303.469	33996.406
18204.000	33983.844
18110.750	33970.562
18014.969	33956.344
17917.187	33941.125
17824.062	33925.125
17727.656	33908.531
17629.500	33891.844
17536.687	33874.906
17440.406	33858.375
17342.031	33842.469
17248.969	33826.500
17153.156	33809.594
17056.312	33791.469
16965.281	33772.031
16870.625	33751.437
16773.187	33729.281
16681.219	33705.844
16586.750	33681.719
16490.000	33656.531
16398.781	33630.312
16304.469	33603.312
16207.719	33576.625
16117.156	33551.781
16024.625	33527.312
15929.500	33501.719
15839.469	33474.625
15747.156	33445.750
15651.500	33415.125
15561.531	33383.437
15470.312	33350.281
15374.969	33316.187
15284.500	33282.969
15194.344	33252.406
15100.125	33222.281
15011.312	33190.219
14923.531	33155.969
14830.187	33119.469
14739.781	33081.687
14652.281	33042.375
14560.500	33002.937
14470.125	32966.219
14383.500	32931.062
14293.094	32894.312
14201.719	32855.250
14116.500	32814.219
14029.219	32771.250
13939.187	32727.781
13854.125	32686.625
13768.000	32647.437
13677.656	32606.437
13592.125	32562.500
13508.062	32516.500
13419.500	32468.687
13331.969	32421.062
13249.156	32376.906
13163.406	32333.094
13075.969	32286.781
12995.312	32237.625
12913.125	32186.312
12826.125	32134.969
12743.031	32087.312
12662.719	32039.937
12578.812	31989.625
12494.469	31936.906
12415.906	31882.406
12335.594	31829.781
12251.437	31781.719
12172.000	31732.344
12096.031	31679.469
12016.719	31624.250
11936.719	31568.219
11862.281	31516.000
11787.187	31464.812
11708.437	31411.187
11631.969	31354.906
11560.750	31296.844
11487.875	31242.344
11411.531	31191.219
11338.469	31137.625
11270.344	31081.187
11201.031	31023.344
11129.125	30967.656
11061.531	30916.937
10999.906	30866.281
10937.187	30813.625
10872.094	30759.906
10807.687	30707.437
10750.344	30660.500
10695.531	30615.469
10640.406	30569.344
10584.312	30522.750
10530.656	30476.500
10483.906	30432.156
10440.500	30392.937
10397.594	30358.344
10355.937	30324.500
10315.000	30291.312
10276.000	30259.219
10242.687	30228.906
10215.187	30200.406
10191.000	30174.375
10168.406	30151.969
10147.187	30133.312
10127.625	30117.844
10109.906	30104.125
10094.031	30091.531
10079.594	30079.906
10066.437	30069.437
10054.812	30060.406
10044.500	30052.469
10035.812	30045.562
10028.531	30039.594
10022.687	30034.312
10017.594	30029.781
10013.687	30025.937
10010.812	30022.750
10008.250	30020.094
10005.906	30017.500
10004.312	30015.812
10002.562	30013.531
10001.312	30012.250
9999.719	30010.531
9998.656	30009.375
9997.500	30008.500
9997.062	30007.125
9995.562	30006.500
9995.500	30006.156
9995.187	30004.500
9993.500	30004.500
9993.500	30004.031
9993.500	30002.687
9993.500	30002.500
9993.500	30002.500
9993.437	30002.500
9993.250	30002.500
9993.094	30002.500
9992.906	30002.500
9992.750	30002.500
9992.562	30002.500
9992.500	30002.500
9992.500	30002.500
