Writing PVE Log data!
Sample Time:25
------------

time(s)	P1	V1	E1	P2	V2	E2	P3	V3	E3
13.549	10.313	0.000	-0.222	23.156	0.000	-0.096	49.596	0.050	0.296
13.585	10.313	0.000	-0.222	23.156	0.000	-0.096	49.596	0.000	0.296
13.620	10.313	0.000	-0.222	23.156	0.000	-0.111	49.596	0.000	0.296
13.656	10.313	0.000	-0.222	23.156	0.000	-0.096	49.596	0.000	0.273
13.691	10.313	0.000	-0.222	23.156	0.000	-0.096	49.596	0.000	0.273
13.727	10.313	0.000	-0.222	23.156	0.000	-0.096	49.618	0.000	0.273
13.762	10.313	0.000	-0.222	23.156	0.000	-0.096	49.618	0.000	0.273
13.797	10.313	0.000	-0.222	23.156	0.050	-0.096	49.602	0.035	0.273
13.832	10.313	0.000	-0.222	23.156	0.000	-0.096	49.618	0.000	0.273
13.867	10.313	0.000	-0.222	23.156	0.000	-0.096	49.618	0.000	0.273
13.902	10.291	0.000	-0.200	23.156	0.000	-0.096	49.618	0.000	0.287
13.939	10.291	0.050	-0.222	23.156	0.000	-0.096	49.640	0.000	0.273
13.974	10.291	0.000	-0.200	23.133	0.000	-0.096	49.604	0.000	0.273
14.010	10.291	0.000	-0.200	23.133	0.000	-0.096	49.640	0.000	0.251
14.046	10.291	0.000	-0.200	23.133	0.000	-0.096	49.640	0.000	0.273
14.081	10.291	0.000	-0.200	23.133	0.000	-0.096	49.618	-0.035	0.251
14.116	10.313	-0.050	-0.222	23.156	0.000	-0.073	49.640	0.000	0.273
14.151	10.291	0.000	-0.200	23.133	0.000	-0.096	49.640	0.000	0.251
14.188	10.291	0.000	-0.200	23.156	0.000	-0.096	49.640	0.000	0.251
14.223	10.269	0.000	-0.178	23.133	0.000	-0.073	49.640	-0.030	0.251
14.258	10.269	0.000	-0.200	23.133	0.000	-0.073	49.673	0.055	0.278
14.295	10.269	0.000	-0.178	23.156	-0.050	-0.096	49.640	0.050	0.251
14.330	10.269	0.000	-0.178	23.133	0.050	-0.073	49.662	0.000	0.229
14.366	10.269	0.000	-0.200	23.156	-0.025	-0.071	49.662	0.000	0.229
14.401	10.269	0.000	-0.178	23.156	-0.050	-0.096	49.640	0.000	0.229
14.437	10.269	0.000	-0.178	23.156	0.050	-0.073	49.640	0.000	0.229
14.473	10.269	0.000	-0.178	23.133	0.000	-0.073	49.662	-0.025	0.229
14.509	10.291	-0.050	-0.200	23.156	0.050	-0.073	49.647	-0.020	0.262
14.544	10.291	0.000	-0.178	23.156	0.000	-0.073	49.662	0.000	0.229
14.580	10.269	0.000	-0.178	23.133	0.000	-0.073	49.662	0.000	0.229
14.615	10.269	0.000	-0.178	23.133	0.000	-0.073	49.662	0.000	0.229
14.650	10.269	0.000	-0.178	23.133	0.000	-0.096	49.662	0.000	0.229
14.686	10.269	0.000	-0.178	23.156	-0.050	-0.073	49.647	0.000	0.229
14.721	10.269	0.000	-0.178	23.162	-0.070	-0.091	49.640	0.000	0.229
14.757	10.269	0.000	-0.178	23.156	0.000	-0.073	49.662	0.000	0.229
14.792	10.269	0.000	-0.178	23.133	0.000	-0.073	49.684	-0.050	0.207
14.828	10.269	0.000	-0.156	23.133	0.050	-0.073	49.684	0.000	0.229
14.854	10.247	0.000	-0.156	23.133	0.000	-0.073	49.684	0.000	0.207
14.890	10.247	0.000	-0.156	23.133	-0.025	-0.073	49.662	0.000	0.229
14.915	10.247	0.000	-0.156	23.133	0.000	-0.073	49.684	0.000	0.229
14.940	10.247	0.000	-0.156	23.133	0.050	-0.073	49.684	0.050	0.207
14.975	10.247	0.000	-0.156	23.156	0.000	-0.087	49.684	0.000	0.207
15.001	10.247	0.000	-0.156	23.133	0.000	-0.073	49.684	-0.050	0.207
15.036	10.247	0.000	-0.156	23.133	0.000	-0.073	49.684	-0.050	0.207
15.071	10.247	0.000	-0.156	23.133	0.000	-0.073	49.684	0.000	0.207
15.096	10.247	0.000	-0.156	23.144	-0.030	-0.073	49.684	-0.050	0.207
15.132	10.247	0.000	-0.156	23.133	0.000	-0.073	49.684	0.000	0.184
15.167	10.247	0.000	-0.156	23.133	0.000	-0.073	49.707	0.000	0.184
15.203	10.247	0.000	-0.156	23.133	0.050	-0.073	49.684	-0.050	0.184
15.238	10.247	0.000	-0.156	23.133	0.000	-0.096	49.707	0.000	0.184
15.274	10.247	0.000	-0.156	23.133	0.000	-0.073	49.707	0.030	0.184
15.310	10.233	0.000	-0.142	23.133	0.000	-0.073	49.684	0.000	0.184
15.346	10.247	-0.050	-0.156	23.133	0.000	-0.096	49.707	0.000	0.184
15.381	10.224	0.000	-0.133	23.133	0.000	-0.073	49.707	0.000	0.184
15.417	10.224	0.000	-0.133	23.133	0.000	-0.060	49.684	0.000	0.184
15.453	10.224	0.000	-0.156	23.133	0.000	-0.073	49.684	0.050	0.207
15.489	10.247	0.000	-0.156	23.133	0.000	-0.073	49.707	0.025	0.207
15.524	10.224	0.000	-0.133	23.133	0.000	-0.073	49.707	0.000	0.184
15.561	10.224	0.000	-0.133	23.133	0.000	-0.073	49.729	-0.050	0.184
15.597	10.224	0.000	-0.156	23.111	0.000	-0.051	49.707	0.000	0.198
15.632	10.224	0.000	-0.133	23.133	0.000	-0.073	49.691	0.000	0.162
15.667	10.224	0.000	-0.133	23.133	0.000	-0.073	49.707	0.000	0.184
15.703	10.224	0.000	-0.133	23.133	-0.050	-0.073	49.707	0.035	0.184
15.738	10.224	0.000	-0.133	23.133	0.000	-0.073	49.729	0.000	0.162
15.774	10.224	0.000	-0.133	23.133	0.050	-0.051	49.729	0.000	0.162
